,Dialogue
79169,want time think investing
79170,i'11 thing front grand jury monday
79171,desk actually trying tell ca n't release believe n't even charged new want take picture face bring first thing morning
79172,'ve come far 're good love
79173,remember another kind business n't earn respect owe n't stare n't look away either confidence fool trust 's attitude
79174,hijacker like something creative
79175,mr kint
79176,mr kint get something drink
79177,know
79178,mean 'm back awhile
79179,mean
79180,'s 's calling please brophy 's office
79181,mr called told
79182,look way
79183,told call 'he 's hotshot mass commonwealth want meet seven tonight testimony kaye meet hospital '
79184,dr 's office
79185,'s mail call mr
79186,told come back work
79187,operation poor went dr called told five difficult delivery row tired never looked admittance form told change form told change one nine else else said said 'd fire said 'd never work againwho men men wanted
79188,thought would need
79189,kept copy right
79190,yes yes signed yes n't write
79191,'s handwriting
79192,yes
79193,lied
79194,
79195,iyes
79196,
79197,yes
79198,yes
79199,yes
79200,
79201,would n't
79202,'s crime
79203,talk
79204,going
79205,
79206,yes 've got let go
79207,'re pressuring
79208,
79209,would like ca n't invest failure
79210,'s picture side
79211,oh yes believe say 're going lose fault listen damned n't start tomorrow already 's
79212,'re like 're coming like 's saturday night want say 've got fever n't go school
79213,n't grow
79214,maybe 'll tell later
79215,told maybe 'd get sympathy came wrong place
79216,want tell 's fault probably going thought 's till jury come
79217,want want leaveyou want go kill
79218,well
79219,'s
79220,'re talking like drunk
79221,n't something
79222,yes
79223,ca n't work ca n't think get bed 's right 'll stay 's right come
79224,n't get rest
79225,want go
79226,serious
79227,happened
79228,bad time
79229,would like leave bad time
79230,'re going 're going
79231,maybe
79232,going get
79233,think
79234,n't came back see
79235,
79236,say 'm one called
79237,yes actually
79238,ex husband
79239,
79240,tv n't work
79241,changed room hotel
79242,still looking
79243,going know tactic though
79244,mean ii mean tactic
79245,ca n't anymore get away
79246,saw northern care
79247,'s looking two year tucson called said come 's good 's trying 's right
79248,told got move 's filed court n't want
79249,n't want leave said 's
79250,know beautiful husband left took 'd let die n't care nobody care patriot home chronic care arlington 'd take perpetual care 'd take fifty thousand dollar want endowment
79251,saw
79252,n't know 's visiting
79253,love
79254,'s locked
79255,yes
79256,
79257,yes
79258,said full meal one hour coming hospital
79259,yes
79260,costello 's maiden name
79261,yes
79262,yes
79263,yes
79264,used
79265,mr simmonds
79266,told
79267,thank
79268,old
79269,live neighborhood
79270,hi
79271,
79272,huh
79273,big
79274,yes
79275,
79276,'m far
79277,'ll give another complication still
79278,give one thing love
79279,wo n't talk
79280,going take pull
79281,'s nothing say 'm getting good ca n't stay 'm winding affair mine 'm going get far away probably europe 'll probably never come back good bye 's anything go
79282,right say responsibility n't know n't got involved
79283,natural fear went insane took life blood ask watch closely
79284,told died dug rest
79285,
79286,nothing
79287,n't know background never heard valdes
79288,great taken whose loss drove mad 's
79289,something else several piece jewelry belonged inherited never wore old fashioned alone get look handle gently curiously put stare mirror go world someone else
79290,oh yes noticed way hair
79291,n't know going lead
79292,yes
79293,'ve done well 're good job
79294,right wo n't know look first even know well tell sometimes change begun look lovely
79295,'re going opening opera tonight 'll dine 's first easier
79296,need friend someone trust 'm panic
79297,want
79298,yes carefully 'd want know committing kind care
79299,speedometer car showed driven 94 day go know go got involved doctor
79300,watched come apartment someone n't know walking different way holding way n't know get car drive golden gate park five sat bench edge lake stared across water old pillar stand far shore portal past sat time moving leave got office evening came home asked 'd done day said 'd driven golden gate park sat lake 's
79301,past week wanders know wanders followed one day
79302,'m making would n't know 'll talking something nothing suddenly word fade silence cloud come eye go blank somewhere else away someone n't know call n't hear sigh back look brightly n't know 's away ca n't tell
79303,sound idiotic know 're still hard headed scot n't always think 'm making
79304,'re use 'm sorry wasted time thank coming
79305,told believe happened would say
79306,believe someone past someone dead enter take possession living
79307,someone dead
79308,'m afraid harm come
79309,think 're happily married
79310,would like drink
79311,sorry read thing paper 've quit force permanent physical disability
79312,n't sitting
79313,'d like lived color excitement power freedom
79314,san 's changed thing spell san disappearing fast
79315,almost year
79316,one assumes obligation 's gone someone look interest 's partner run company yard east baltimore decided work 'd come back 've always liked
79317,honest find dull
79318,married
79319,love keep safe
79320,safe found nothing could prove saw could n't run away loved walked danger let change loved wanted please love love keep safe
79321,going
79322,money
79323,going
79324,n't know switzerland
79325,accident
79326,yes
79327,wanted stop ran stop
79328,dead 'd broken neck
79329,yes
79330,please
79331,ca n't 're afraid
79332,let go
79333,
79334,take away
79335,
79336,'m scared
79337,
79338,n't want go want stay
79339,
79340,
79341,going
79342,'s right
79343,'re going awfully far
79344,ca n't see
79345,
79346,oh 're supposed fasten
79347,'m going one big beautiful steak let 's see start
79348,'m suddenly hungry would rather go somewhere else
79349,late 've got face
79350,oh 'll mus
79351,best
79352,well 's place
79353,'s
79354,shall go dinner
79355,tried n't
79356,well
79357,right 'll n't care anymore want love
79358,trouble 'm gone ca n't anything want love let change tell love
79359,ah
79360,n't even want touch
79361,know remind one 's dead even much
79362,would n't let n't want go
79363,wish 'd leave alone want go away
79364,n't like
79365,n't want clothes n't want anything want get
79366,'s horrible idea 'm make feel 're someone 's dead
79367,ah n't want dressed like someone dead
79368,want dress like
79369,
79370,loved second one wore one beautiful
79371,
79372,like one
79373,n't
79374,honest
79375,yes
79376,like one
79377,suppose could store morning say 'm sick
79378,
79379,'s complimentary either
79380,remind someone 's complimentary nothing would happen
79381,friend 'd see lot friend 'd take care
79382,
79383,oh understand right 've understanding since seventeen next step 're going see tomorrow n't stay night
79384,oh well thank much thanks
79385,live oil texas
79386,tomorrow go work 've got job
79387,tomorrow night well
79388,thank good night
79389,mmm
79390,oh give time change get fixed
79391,well 've blind date matter fact honest 've picked okay
79392,remind
79393,dinner else
79394,n't owe anything
79395,
79396,told name come salina work magnin 's live gosh prove
79397,listen want
79398,salina
79399,told right
79400,three year
79401,'s place live 's
79402,work magnin 's
79403,
79404,want know
79405,well n't look much like ripper
79406,warn yell awfully loud
79407,well 's going work 'd better go
79408,'ve heard one remind someone used madly love ditched another 've carrying torch ever since saw something clicked huh
79409,
79410,
79411,listen 'm going yell minute
79412,0h thought pick well 've got nerve following right hotel room beat go beat
79413,live hotel
79414,kind gallup poll something
79415,
79416,please love stare see pleading look eye let go turn walk away toward slowly bowed watch go start move slowly go begin go finally walk staring high suddenly break broken run
79417,let go alone
79418,lose 'll know loved wanted go loving
79419,believe love
79420,let go let go
79421,'s fair 's late n't supposed happen way n't happened
79422,please let go
79423,must go
79424,let go
79425,ca n't
79426,late 's something must
79427,love late late
79428,yes
79429,
79430,stood alone searching something started walk darkness closed alone dark pulled darkness fought wake
79431,never 've never 've never
79432,never
79433,yes
79434,end whitewashed house lovely pepper tree corner
79435,village square tree old whitewashed spanish cloister across big grey wooden house porch shutter balcony small garden next livery stable old carriage lined inside
79436,first time
